Clave de entidad federativa,Nombre de la entidad,Clave de municipio o delegación,Nombre del municipio o delegación,Clave de localidad,Nombre de la localidad,Población total,Población masculina,Población femenina,Población en hogares censales indígenas,Grado promedio de escolaridad,Población económicamente activa,Población sin derechohabiencia a servicios de salud  ,Población derechohabiente a servicios de salud
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Tzeltal Mukul-Já,507,255,252,309,5.09,156,197,310
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Juan,1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Agua Blanca Serranía,1263,646,617,1260,4.16,291,516,747
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Benito Juárez,190,98,92,108,4.22,69,72,118
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Profresor Roberto Barrios,1173,591,582,1110,4.71,244,640,469
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Marcos,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Miguel Hidalgo (Estación Lacandón),650,308,342,33,6.25,226,268,382
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Adolfo López Mateos,258,132,126,254,4.63,66,92,165
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Lacandón,231,109,122,143,3.8,68,182,49
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Arimatea,1251,617,634,1139,3.48,300,935,236
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Belén,13,7,6,0,3.71,4,13,0
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Saturnino Ríos,668,323,345,20,6.31,201,148,518
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Chancala Zapote,290,150,140,275,4.78,85,112,176
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Venustiano Carranza,125,59,66,125,3.52,36,71,52
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Emilio Rabasa,908,454,454,22,6.83,279,363,545
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Flor de Chiapas,321,171,150,300,4.45,93,221,89
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Caoba,221,109,112,216,4.19,55,56,165
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Jalisco Osumacinta,208,108,100,208,3.84,40,97,110
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Vistahermosa,322,154,168,322,4.96,91,282,40
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Victórico Grajales,340,179,161,316,5.14,93,95,221
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Augusto Gómez Villanueva,409,207,202,409,4.29,99,192,216
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ricardo Flores Magón,318,154,164,155,6.52,108,75,235
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Once de Julio,131,66,65,70,5.43,34,128,3
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Sinaí,185,96,89,185,5.43,54,146,39
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Mango,61,36,25,14,6.67,27,26,35
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Desierto,554,280,274,529,4.88,149,490,61
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Francisco Villa,179,98,81,163,3.52,51,97,79
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Sonora,583,283,300,471,4.63,172,319,261
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Río San Diego,181,87,94,169,4.68,48,134,35
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Monte Quemado,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Progreso,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Yoli,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Rosa,68,32,36,65,4.45,30,55,13
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Guayacán,13,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ampliación Palenque,101,57,44,25,4.39,39,42,59
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Trinidad de la Ley,9,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Familia González,81,40,41,0,7.45,23,38,40
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Espuela,13,5,8,0,4.78,5,10,3
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Jahua,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo León,11,5,6,0,6.11,4,11,0
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,9,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Pomarrosa,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Loma,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Jacobo,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Xoncoquil,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Cambio,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Francisco,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Juan,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Barrial,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nututún,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Paso del Cajón,8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Felipe,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Dos Hermanos,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Belisario Domínguez Norte 2da. Sección,150,71,79,31,4.28,57,84,66
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Ángel,1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Guadalupe,244,114,130,81,5.17,82,109,134
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Remolino,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Chacamax (Santa Amalia),8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Esfuerzo,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Porvenir,35,20,15,27,2,17,34,1
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Chacamax,16,8,8,12,4.18,7,16,0
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Lucía,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ejido Palenque,55,34,21,10,4.44,29,30,25
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Rafael,7,4,3,0,4.86,3,5,2
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nueva Esperanza,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Miguel,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Vista Alegre,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Fracción Ocho (San Javier),6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Antonio Sánchez,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Jalapa,108,60,48,34,5.03,30,8,100
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Bajío Dos,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Ilusión,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Victoria,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Esperanza,10,5,5,0,5.38,4,8,2
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Capulina (San Miguel),3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Conquista,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Guadalupe,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Cinco de Mayo,32,14,18,0,6,15,18,14
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Piñal,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Juan de Dolores,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Juan Bautista,20,9,11,0,5.13,7,10,10
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Fernando,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Limón,19,10,9,0,5.81,6,14,5
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,División del Norte,74,34,40,74,3.97,23,32,42
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José la Unión,48,23,25,5,5.57,21,23,24
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Guadalupe,26,12,14,0,6.19,10,5,21
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Mateo,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Gloria,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Triunfo,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Tierra de Jehová (San Javier),8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Victoria,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Luis,11,6,5,0,4.5,3,11,0
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Luis Chico,18,9,9,0,4.17,6,8,10
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Grano de Oro,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Campo Lencho,29,13,16,29,2.13,7,5,22
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Fortuna,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Tres Hermanos,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Isabel,7,4,3,0,7,4,0,7
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Martín de Porres,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Joya,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Pueblo Nuevo,201,108,93,86,5.75,56,121,80
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Peor es Nada,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Luis 2da. Sección,20,8,12,0,5.29,5,12,8
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Paraíso,221,121,100,217,5.66,55,122,99
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Fortuna,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Román,9,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Chiapaneco,10,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Miguel,22,10,12,0,4.29,5,5,17
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Luz (El Rincón),1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Pialito,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Tucumán,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Diamante,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Román,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,12,6,6,0,5.63,3,2,10
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Pablo,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Martín,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Antonio,25,10,15,0,8.38,6,19,6
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Guadalupe,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Lo Veremos,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Medellín 1ra. Sección,237,114,123,7,5.21,68,49,187
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Palmar,9,3,6,0,3.25,3,1,8
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Palmar 1ra. Sección,221,106,115,9,5.73,68,131,86
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Rosa Uno,11,7,4,0,2.38,2,2,9
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Manguito,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Sacrificio,27,11,16,0,5.33,4,1,26
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Carmelita,9,6,3,0,6.14,4,0,9
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Guayabita,8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Piñal,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Cruz,25,15,10,0,2.45,12,21,4
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Sacrificio,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Rosa,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Acapulquito,11,5,6,0,3.44,4,4,7
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Antonio Uno,8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Majada,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Brillante,18,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Carmen Uno (Vallecillo),1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Florida,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José de los Llanos,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Aurora,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Durazno,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ampliación 2da. Emilio Rabasa,10,6,4,1,5,2,9,1
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Luis 1ra. Sección,37,20,17,12,2.65,13,23,14
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Nueva Unión,6,2,4,0,3.17,4,5,1
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Montecristo,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Estación San Agustín (La Placa),131,63,68,6,6.14,39,44,87
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Capulín,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Mérida 2da. Sección,64,33,31,54,3.41,18,30,34
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Paraíso,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Azteca,20,10,10,17,3.1,4,11,9
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Azcapotzalco,6,3,3,0,7.5,3,1,5
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Argentina,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Pan-Chan,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Ignacio,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Caoba,172,94,78,116,4.75,49,77,93
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Toniná,71,30,41,53,4.54,19,43,28
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Loma,13,4,9,0,2.5,3,5,8
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Chan Kah,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Francisco las Ruinas,72,37,35,0,6.2,24,19,52
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Cruz Uno,17,10,7,3,5.29,6,7,10
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Miguel,11,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Guadalupe,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Recuerdo (Las Chiapanecas),1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Puente Michol (Key),31,16,15,12,5.25,7,14,17
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santo Domingo,11,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Guayacán,17,13,4,0,9.18,6,2,15
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Resbalón,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Emilia,12,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Planada,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Miguel (Tres Hermanos),5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Diamante de Jardielito,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ninguno,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Paraíso,8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Benito (Boca de Chak),11,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Lucrecia (Arca de Oca),2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Las Novillonas (El Sinaí),2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Papanoa,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Buen Pastor,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Nopal,15,4,11,9,4,4,7,8
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Esquinero,106,56,50,94,4.83,31,56,43
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Emilio Hernández,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Dos de Junio,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Chilar,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Francisco Chancala,273,142,131,162,5.11,84,181,92
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Tenampa,65,32,33,50,4.74,18,47,18
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ciénega de Matas,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Josefina,9,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Los Rosales,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Búfalo,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Villaflores,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Margarita,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Egipto,246,141,105,246,4.36,60,42,204
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Brillante Buenavista,93,50,43,70,4.06,24,4,89
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Dorado,9,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nueva Central,130,72,58,110,3.56,36,118,12
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Estrella,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Los Aguilares,28,11,17,11,8.12,7,14,14
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Niños Héroes,112,58,54,93,2.19,28,98,14
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Santa Cruz,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José,35,21,14,31,5.74,15,26,9
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Chocoljaíto,166,93,73,78,4.49,51,59,106
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Reforma de Ocampo,606,305,301,68,6.52,186,298,303
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Pueblo Nuevo Usumacinta,139,74,65,97,3.5,27,26,71
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Paso el Naranjito,1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,California,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Arroyo Belén,206,104,102,206,4,52,35,170
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Sacrificio,158,83,75,45,4.64,51,67,90
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,José María Morelos y Pavón,258,129,129,258,2.86,54,170,87
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nuevo Retiro,220,120,100,220,3.36,52,179,39
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Netzahualcóyotl,421,204,217,421,4.21,88,353,64
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Dos Arbolitos,13,7,6,3,5.3,3,0,13
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Once de Julio 2da. Sección (Macedonia),241,126,115,241,4.46,66,6,232
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Las Palmas,7,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Lorenzo (Chocoljá),472,247,225,472,4.15,116,342,129
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ricardo Flores Magón,23,8,15,21,1.64,5,23,0
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Calandria,45,25,20,45,5.26,10,33,11
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Asunción Marcos,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Loma,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Las Campanas,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Deseo,3,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Las Ruinas,39,20,19,N/D,N/D,N/D,N/D,N/D
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Milagro,12,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Sur de California,11,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Esperanza,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Antioquía,258,136,122,255,4.2,69,210,48
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ninguno,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Chinal,235,119,116,155,4,55,133,102
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Esperanza,39,19,20,33,5.97,9,25,14
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San José del Carmen (El Bascancito),32,15,17,23,6.71,6,23,0
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Crucero Chancala,77,34,43,38,6.89,20,47,27
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Naranjito 1ra. Sección,4,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Isidro,8,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Antonio el Cuyo,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Antonio,25,9,16,22,2.38,8,24,1
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Los Pérez,12,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Paraíso Santa Cruz,1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Ángel Albino Corzo 2da. Sección,245,129,116,242,4.15,73,18,227
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Cuauhtémoc Chancala (El Guanal),388,197,191,378,3.79,116,217,167
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Cuyo Santa Cruz,2,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Nueva Esperanza 2da. Sección,469,237,232,2,6.06,115,273,195
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,San Simón,26,14,12,0,5.13,6,19,7
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Coleto,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Emporio,18,8,10,6,7.42,4,8,10
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Concepción,1,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Lucha,6,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,El Durazno,5,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,3ra. Fracción,11,*,*,*,*,*,*,*
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,Poblado Nuevo Arroyo,173,86,87,173,5.63,42,46,127
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Gloria,85,38,47,0,5.72,27,51,34
#NAME?,Chiapas,#NAME?,Palenque,#NAME?,La Florida,4,*,*,*,*,*,*,*
