Clave de entidad federativa,Nombre de la entidad,Clave de municipio o delegación,Nombre del municipio o delegación,Clave de localidad,Nombre de la localidad,Población total,Población masculina,Población femenina,Población en hogares censales indígenas,Grado promedio de escolaridad,Población económicamente activa,Población sin derechohabiencia a servicios de salud  ,Población derechohabiente a servicios de salud
#NAME?,Aguascalientes,#NAME?,Total de la entidad Aguascalientes,#NAME?,Total de la Entidad,1184996,576638,608358,5660,9.23,475207,249596,930149
#NAME?,Aguascalientes,#NAME?,Total de la entidad Aguascalientes,#NAME?,Localidades de una vivienda,3395,1803,1592,20,*,1273,1031,2347
#NAME?,Aguascalientes,#NAME?,Total de la entidad Aguascalientes,#NAME?,Localidades de dos viviendas,2800,1634,1166,5,*,1101,982,1775
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Total del Municipio,797010,386429,410581,4018,9.81,336974,178471,614582
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Localidades de una vivienda,972,503,469,6,*,367,300,659
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Localidades de dos viviendas,828,468,360,5,*,290,235,556
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Aguascalientes,722250,348722,373528,3647,10.01,308889,160807,557796
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Adelita,14,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Agua Azul,37,21,16,0,5.11,16,9,28
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Alegre,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Arbolitos [Rancho],7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ardillas de Abajo (Las Ardillas),14,6,8,0,9.2,4,6,8
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Arellano,1382,684,698,2,7.01,505,273,1109
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Bajío los Vázquez,55,27,28,0,5.36,24,36,19
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Residencial San Nicolás [Baños la Cantera],757,366,391,5,13.92,279,174,542
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Buenavista de Peñuelas,935,474,461,22,6.54,357,222,711
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cabecita 3 Marías (Rancho Nuevo),184,88,96,0,6.05,60,64,120
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cañada Grande de Cotorina,395,191,204,0,6.92,133,73,322
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cañada Honda [Estación],509,265,244,0,8.66,188,122,387
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Caños,1150,549,601,0,6.08,427,329,815
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Cariñán,310,153,157,7,6.73,111,64,244
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Cedazo (Cedazo de San Antonio),234,117,117,7,6.88,87,37,197
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Centro de Arriba (El Taray),1064,499,565,0,5.94,220,390,668
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cieneguilla (La Lumbrera),989,489,500,0,5.76,355,326,663
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cobos,10,5,5,0,3.88,3,0,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Colorado (El Soyatal),378,175,203,0,6.49,126,51,327
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Conejal,835,426,409,6,6.92,311,231,602
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cotorina de Abajo,30,12,18,0,5.67,9,8,22
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Coyotes,226,119,107,0,6.17,85,72,154
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Huerta (La Cruz),10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cuauhtémoc (Las Palomas),476,244,232,5,6.47,149,121,355
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Cuervos (Los Ojos de Agua),273,127,146,0,5.62,90,68,202
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Dolores,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Dolores,24,11,13,0,5.13,8,3,21
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Duraznillo,325,159,166,0,5.91,118,49,276
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Durón,149,77,72,0,4.79,49,30,119
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Brande Vin [Bodegas],5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Fortuna,52,33,19,0,6.05,25,11,41
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lomas del Gachupín,24,13,11,2,10.36,7,0,24
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Carmen (Gallinas Güeras) [Rancho],3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Gloria,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Hacienda Nueva,519,249,270,0,6.95,194,138,381
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Haciendita (La Esperanza),6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Herrada,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Don Abraham [Rancho],4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Jaboneras,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Jaltomate,2299,1137,1162,13,7.77,803,407,1890
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,General José María Morelos y Pavón (Cañada Honda),2500,1232,1268,10,9.4,975,475,2025
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Lirios,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Loma de los Negritos,1519,772,747,5,7.33,590,294,1219
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Malacate,232,111,121,0,6.12,76,31,198
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Mascota,37,18,19,0,10.07,17,3,34
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Matamoros,245,118,127,0,5.33,89,96,146
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mirador,14,5,9,0,4.73,4,9,5
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Mirasoles,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Molino,17,10,7,0,6.2,5,0,17
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Montoro,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Negritos,134,71,63,0,7.54,49,36,98
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Niágara,430,213,217,5,6.5,165,104,324
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Norias de Ojocaliente,3741,1889,1852,19,6.4,1274,888,2853
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Ocote,246,118,128,0,5.92,76,117,126
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Comunidad el Rocío,266,132,134,5,6.41,102,51,215
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Palomas,12,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Peñuelas (El Cienegal),1670,824,846,4,8.1,593,364,1305
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Presa de Guadalupe,22,11,11,3,6.92,6,3,19
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Soledad de Arriba,20,12,8,0,9.54,9,8,12
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Puerta (Granjas Cariñán),35,18,17,0,8.83,13,2,33
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Refugio de Peñuelas,1624,766,858,0,7.8,579,359,1264
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Refugio I,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Rodeo,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Salto de los Salado,1436,714,722,7,7.26,531,414,1019
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Norias del Paso Hondo,2539,1304,1235,9,5.87,894,641,1896
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San Antonio,11,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San Antonio,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ejido San Antonio de los Pedroza,131,68,63,0,7.54,48,35,95
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Antonio de Peñuelas,2147,1061,1086,13,7.18,746,440,1700
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Felipe [Viñedos],481,261,220,0,7.06,200,149,328
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Ignacio,1360,696,664,1,7.89,481,277,1083
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San José,17,9,8,0,7.22,5,4,13
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José de la Esperanza,22,8,14,0,8.73,11,6,16
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José de la Ordeña,445,223,222,0,6.08,153,120,323
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San Luis,47,20,27,0,6.77,15,9,38
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Martín (La Cantera),109,50,59,0,6.34,45,42,66
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Miguel,10,4,6,0,7.13,3,3,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Nicolás,18,8,10,0,5.86,8,6,12
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Pascual,13,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Pedro Cieneguilla,438,215,223,0,6.57,158,143,295
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Rafael I,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Cruz de la Presa,65,29,36,0,5.03,25,21,44
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Cruz de la Presa (La Tlacuacha),252,131,121,0,7.58,88,65,187
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Gertrudis,70,31,39,0,7.76,20,21,49
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa María de Gallardo,966,463,503,5,7.26,348,199,766
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Soledad de Abajo,207,103,104,0,6.57,85,25,180
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Tanque de los Jiménez,566,285,281,0,6.8,211,191,375
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Tres Cruces,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Tanque el Trigo,278,131,147,0,7.09,96,31,245
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Turicate,86,44,42,0,4.87,31,15,71
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Victoria,19,10,9,0,11.5,5,11,8
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Villa Licenciado Jesús Terán (Calvillito),4481,2218,2263,24,7.18,1646,877,3601
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Viñedos Cuauhtémoc (Churubusco),17,8,9,0,7.11,5,0,17
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Viñedos Santa Mónica,35,17,18,0,4.94,14,13,22
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Ánimas,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Ademe,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Ahuja (Aguja),23,16,7,0,3.18,12,5,18
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Arroyo Hondo,31,13,18,0,5.59,8,9,22
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Asturias,46,22,24,0,10.71,15,0,42
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Barandales de San José,215,103,112,0,5.96,83,61,147
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Cardón,37,19,18,0,6.1,10,9,27
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Centavito 2,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ciudad de los Niños,208,120,88,0,9.08,21,50,155
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José del Monte (Las Petacas),4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Congoja,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Hotelito,68,37,31,0,5.3,25,7,61
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cuernavaca,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Cueva de los Pericos (Caitaime),2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Pargas [Rancho],86,47,39,0,5.36,29,30,56
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Esperanza,13,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ex-Hacienda de Agostaderito,16,9,7,0,7,7,2,14
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ex-Hacienda de Montoro,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Fresno (Las Norias de San Bartolo),5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Gavilán,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Gigante (Arellano),264,139,125,4,6.58,102,80,183
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja de Jesús,12,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Galván,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Interpec San Marcos,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Guarda,158,80,78,0,7.24,51,16,142
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho San Felipe,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Jagüey,49,28,21,0,4.96,14,4,45
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Josefina,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Laguna Verde,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lagunas Cuatas,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Bramadero,136,67,69,0,6.79,52,17,119
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Latifundio,12,7,5,0,6.17,5,1,11
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Loma Blanca,43,20,23,0,6.26,15,12,31
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Lucero de la Cruz,179,93,86,0,6.41,61,14,165
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Lucero,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Media Luna,25,13,12,0,4.6,8,9,16
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Legendario,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mirador,13,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mirasol,36,18,18,0,5.5,11,5,31
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mitote,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Norias de Cedazo (Cedazo Norias de Montoro),206,108,98,0,6.12,80,111,95
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ojo de Agua de Palmitas,130,65,65,0,8.06,47,37,93
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Playas de Guadalupe,42,23,19,0,7.93,17,7,35
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Perla,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Petaquilla (El Milagro),5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lomas del Picacho,247,128,119,0,13.27,104,93,138
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Potrerito,8,6,2,0,14.14,3,5,3
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Potrero Nuevo,20,10,10,0,6.87,7,7,13
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José Pozo Bravo Hormiguero,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Mercedes [Rancho],16,8,8,0,3.25,7,1,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Rubio,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Sal si Puedes,22,13,9,0,6.9,5,5,17
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Antonio Primero de los Pedroza [Congregación],91,43,48,0,5.79,31,22,68
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Bartolo,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Condominio San Gerardo,256,126,130,0,12.86,133,36,206
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Miguelito de Abajo,15,7,8,0,5,4,2,13
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Nicolás de Arriba,57,30,27,0,7.42,18,20,37
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Clara,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Teresa [Granja],9,7,2,0,6.29,5,8,1
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Socorro,30,15,15,0,6.33,10,0,30
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Tacón,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Tanque de Guadalupe,11,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Trinidad,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Tropezón,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Asociación Local Ganadera de Aguascalientes (Cerro del Niágara),4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Esperanza [Rancho],15,6,9,0,4.5,6,3,12
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Francisco del Arenal,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Vista Alegre I (Bella Vista),16,7,9,0,6.82,5,5,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Vista Alegre II,30,15,15,0,10.31,17,17,13
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Vista Alegre,490,236,254,17,13.27,220,149,341
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Pascual [Rancho],14,9,5,0,4.5,6,10,4
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Puente,20,12,8,0,9.62,6,0,20
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Elsa,36,15,21,0,5.57,15,3,33
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Víboras,16,9,7,0,4.33,4,8,8
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Casas Blancas,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Chiflido,26,14,12,0,7.11,12,12,14
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Hernández,74,29,45,0,5.33,21,15,59
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Ranchito (El Mocho),5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Barroso,70,31,39,0,9.05,30,21,49
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José de Buenavista,18,9,9,0,8.85,7,6,12
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cieneguilla (La Hacienda),36,13,23,0,5.14,14,18,18
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cotorina (Coyotes),1298,645,653,23,7,513,246,1052
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Cotorra,13,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Coyotera,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Montoro (Mesa del Salto),1574,767,807,4,7.14,528,301,1268
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Acapulco,23,11,12,0,9.85,5,14,9
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Aguilillas,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Amarraderos,42,22,20,0,5.93,16,4,38
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Interpec San Marcos,25,12,13,0,7.46,8,0,25
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Bambú,11,4,7,0,5.83,3,1,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Becerro,100,54,46,0,7.29,32,2,98
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Becerro (Lucio Gutiérrez),1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Bella Vista (El Coronel),11,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Bugambilias,18,8,10,0,10.25,7,3,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Cables,28,11,17,0,6.88,6,2,25
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Cachucha (El Salero),10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Campostela,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Capirote,24,13,11,0,5.5,7,3,21
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Caracol (La Mesa),22,12,10,0,6.57,7,13,9
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Benjamín Chávez Ruiz,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Castillo Fontenac,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno [Centro de Readaptación de Mínima Seguridad],22,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno [Centro de Neuropsiquiatría],50,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Sierra Vieja [Rancho],2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Copetillo,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cotorina de Altamira,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ojo de Agua de Palmitas Segunda Sección (Las Crucitas),30,16,14,0,4.82,8,14,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Crucero,20,7,13,0,8.73,6,3,17
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Crucero de Calvillito,63,31,32,0,6.49,22,2,61
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Esperanza,30,17,13,0,10.61,12,13,17
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Carlos,24,16,8,0,4.69,8,3,21
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Estancia,26,17,9,0,7.31,8,11,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Florida,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Florida,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Fortuna (La Herradura),5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Dos Peñas Meyeras,27,15,12,0,5.78,9,2,25
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Fraccionamiento Laureles del Sur,421,220,201,5,11.93,201,45,376
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Paloma,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Changay,11,6,5,0,10.25,5,8,3
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Luz [Granja],1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Providencia [Granja],6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Lirios [Granja],17,10,7,0,7.92,7,3,14
